n_periods,mean_return,annualized_return,annualized_vol,sharpe,max_drawdown,total_return,win_rate,strategy,top_n,bottom_n,effective_spread_fraction,short_fee_bps_annual,horizon,rebalance_every,avg_turnover,avg_spread_cost,avg_short_fee_cost,model,feature_set,scheme,cost_scheme,hurdle_bps
567,0.0038428220667866,0.3801309861561981,0.3056991813728012,1.243480549895968,-0.3774048774891593,5.4195971603312145,0.5714285714285714,long_flat_hurdle,,,0.25,,3,3,0.737939527398163,9.222669388521383e-05,,ElasticNet,repr_grid_raw,expanding,25pct_spread,10.0
672,0.0020069038073928,0.1834228785462059,0.2150954792548361,0.8527509698560153,-0.4023005248997334,2.197996316608762,0.5491071428571429,long_short_decile,6.0,6.0,0.15,50.0,3,3,0.5332341269841269,3.999255952380953e-05,5.952380952380952e-05,ElasticNet,repr_grid_raw,rolling_9m_3m,15pct_spread,
672,0.0014810021568216,0.1323692855849565,0.1632400471214214,0.8108873277064017,-0.2185054985814353,1.4317964808866797,0.2395833333333333,long_flat_hurdle,,,0.15,,3,3,0.2691612309111199,2.0187092318333992e-05,,ElasticNet,repr_grid_raw,rolling_9m_3m,15pct_spread,10.0
672,0.0019802421010436,0.1807807314603795,0.2151277840196878,0.8403411594842397,-0.4038468807511531,2.141097699407283,0.5491071428571429,long_short_decile,6.0,6.0,0.25,50.0,3,3,0.5332341269841269,6.665426587301588e-05,5.952380952380952e-05,ElasticNet,repr_grid_raw,rolling_9m_3m,25pct_spread,
672,0.0014675440952761,0.1310917735962784,0.163230877681039,0.8031064677140194,-0.2189489289150385,1.4099482678367283,0.2395833333333333,long_flat_hurdle,,,0.25,,3,3,0.2691612309111199,3.3645153863889986e-05,,ElasticNet,repr_grid_raw,rolling_9m_3m,25pct_spread,10.0
567,0.0002163991844756,0.0183417458428742,0.2370421891663939,0.0773775584311665,-0.5205045001778082,-0.0644992497806606,0.4867724867724867,long_short_decile,6.0,6.0,0.15,50.0,3,3,2.2263374485596703,0.0001669753086419,5.952380952380952e-05,XGBoost,repr_grid_raw,expanding,15pct_spread,
567,0.0030569951709986,0.2922642253401379,0.3481289106299902,0.8395287389698347,-0.4275194800928187,2.7737745817767836,0.2204585537918871,long_flat_hurdle,,,0.15,,3,3,0.5336740851964096,4.0025556389730706e-05,,XGBoost,repr_grid_raw,expanding,15pct_spread,10.0
567,0.0001050823120477,0.0088655184413946,0.2370321843876484,0.0374021716261776,-0.5261092923169465,-0.1217366539687075,0.4850088183421516,long_short_decile,6.0,6.0,0.25,50.0,3,3,2.2263374485596703,0.0002782921810699,5.952380952380952e-05,XGBoost,repr_grid_raw,expanding,25pct_spread,
567,0.0030303114667388,0.289379717400269,0.3481104075918547,0.8312871752445706,-0.4290949292481312,2.717286725826533,0.2204585537918871,long_flat_hurdle,,,0.25,,3,3,0.5336740851964096,6.670926064955119e-05,,XGBoost,repr_grid_raw,expanding,25pct_spread,10.0
672,0.0009624260767246,0.0841593697782914,0.218940830935925,0.3843932144521796,-0.4109357152300482,0.5772019827130801,0.5089285714285714,long_short_decile,6.0,6.0,0.15,50.0,3,3,2.0927579365079363,0.0001569382440476,5.952380952380952e-05,XGBoost,repr_grid_raw,rolling_9m_3m,15pct_spread,
672,0.0022426416351295,0.2070398726732343,0.2749124297091989,0.7531120833359194,-0.3092370928479803,2.3157961079932976,0.2931547619047619,long_flat_hurdle,,,0.15,,3,3,0.5686527454378296,4.264895590783722e-05,,XGBoost,repr_grid_raw,rolling_9m_3m,15pct_spread,10.0
672,0.0008578005806928,0.0746815250534649,0.2189091480999592,0.3411530568807637,-0.4127972096175437,0.4702356034070678,0.5074404761904762,long_short_decile,6.0,6.0,0.25,50.0,3,3,2.0927579365079363,0.0002615637400793,5.952380952380952e-05,XGBoost,repr_grid_raw,rolling_9m_3m,25pct_spread,
672,0.0022142089978576,0.2041668836593289,0.2749087139487232,0.7426715607763917,-0.3101399394155685,2.253116019232228,0.2931547619047619,long_flat_hurdle,,,0.25,,3,3,0.5686527454378296,7.10815931797287e-05,,XGBoost,repr_grid_raw,rolling_9m_3m,25pct_spread,10.0
567,-0.0005000712698954,-0.0411460340970678,0.2501704621698704,-0.1644719913781385,-0.7047013983569651,-0.3904165678094997,0.4867724867724867,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.2880658436213992,9.658289241622576e-05,5.952380952380952e-05,OLS,repr_bkm,expanding,15pct_spread,
567,0.0033450033954499,0.3238066214738588,0.3075319891431221,1.0529201283290328,-0.4842340414229376,3.838510693308903,0.5202821869488536,long_flat_hurdle,,,0.15,,3,3,0.4227132851471475,3.169147137401106e-05,,OLS,repr_bkm,expanding,15pct_spread,10.0
567,-0.0005644598648395,-0.0463208792347353,0.2501914981377158,-0.1851416997760588,-0.7106702719282914,-0.4123186391520654,0.4832451499118165,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.2880658436213992,0.0001609714873603,5.952380952380952e-05,OLS,repr_bkm,expanding,25pct_spread,
567,0.0033238757478672,0.3214671097777235,0.3075265821008562,1.045331130667252,-0.484535979132382,3.7810670047404775,0.5202821869488536,long_flat_hurdle,,,0.25,,3,3,0.4227132851471475,5.2819118956685096e-05,,OLS,repr_bkm,expanding,25pct_spread,10.0
672,0.0009288541396775,0.0811091812796669,0.2281707475786216,0.3554758098503351,-0.3834243407663578,0.5148881676460206,0.5238095238095238,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.5917658730158728,0.0001193824404761,5.952380952380952e-05,OLS,repr_bkm,rolling_9m_3m,15pct_spread,
672,0.0030674492901177,0.2933960529830084,0.1978247989160022,1.4831105836613858,-0.2931143507001405,5.704475464072526,0.5535714285714286,long_flat_hurdle,,,0.15,,3,3,0.672583458504045,5.044375938780337e-05,,OLS,repr_bkm,rolling_9m_3m,15pct_spread,10.0
672,0.0008492658460267,0.0739119995252091,0.2281854686541948,0.3239119474221188,-0.386262937754301,0.435981870934033,0.5223214285714286,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.5917658730158728,0.0001989707341269,5.952380952380952e-05,OLS,repr_bkm,rolling_9m_3m,25pct_spread,
672,0.0030338201171925,0.2897586388711917,0.1978323741820643,1.4646674492443184,-0.2944529955401312,5.554967093786867,0.5535714285714286,long_flat_hurdle,,,0.25,,3,3,0.672583458504045,8.407293231300561e-05,,OLS,repr_bkm,rolling_9m_3m,25pct_spread,10.0
567,0.0013006460898443,0.1153667588434956,0.2710057299483266,0.4256985963562207,-0.5090510581707954,0.6331003405432334,0.5414462081128748,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.342151675485009,0.0001006393298059,5.952380952380952e-05,ElasticNet,repr_bkm,expanding,15pct_spread,
567,0.0040214625159965,0.4009147780284561,0.3641179660719782,1.101057391793746,-0.4523582121959583,5.228212624140344,0.5079365079365079,long_flat_hurdle,,,0.15,,3,3,0.4916974248851255,3.686077247485002e-05,,ElasticNet,repr_bkm,expanding,15pct_spread,10.0
567,0.001233553203307,0.1091063623821118,0.2710101673558892,0.4025913988637697,-0.5160759572456447,0.5721501696349103,0.5379188712522046,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.342151675485009,0.0001677322163433,5.952380952380952e-05,ElasticNet,repr_bkm,expanding,25pct_spread,
567,0.0039968886676799,0.3980375112953258,0.3641252187906875,1.0931336000765506,-0.4540086038734009,5.1421178075757314,0.5079365079365079,long_flat_hurdle,,,0.25,,3,3,0.4916974248851255,6.143462079141671e-05,,ElasticNet,repr_bkm,expanding,25pct_spread,10.0
672,0.0015559032761504,0.1395053964162087,0.220105380131678,0.633811842003815,-0.3857652056519874,1.344878151801272,0.5282738095238095,long_short_decile,6.0,6.0,0.15,50.0,3,3,0.4985119047619046,3.738839285714286e-05,5.952380952380952e-05,ElasticNet,repr_bkm,rolling_9m_3m,15pct_spread,
672,0.0005787556633164,0.0498018298735996,0.1657508991409222,0.3004618987391304,-0.3935970972374188,0.3197361960632128,0.2172619047619047,long_flat_hurdle,,,0.15,,3,3,0.2689973048071589,2.017479786053692e-05,,ElasticNet,repr_bkm,rolling_9m_3m,15pct_spread,10.0
672,0.0015309776809123,0.1371257219678952,0.220129824329795,0.6229311379563706,-0.3871869833269181,1.305846672212922,0.5282738095238095,long_short_decile,6.0,6.0,0.25,50.0,3,3,0.4985119047619046,6.23139880952381e-05,5.952380952380952e-05,ElasticNet,repr_bkm,rolling_9m_3m,25pct_spread,
672,0.000565305798076,0.0486171226989924,0.1657518305168189,0.293312734751724,-0.394491121754988,0.3078578701986583,0.2172619047619047,long_flat_hurdle,,,0.25,,3,3,0.2689973048071589,3.362466310089487e-05,,ElasticNet,repr_bkm,rolling_9m_3m,25pct_spread,10.0
567,0.0002522607797848,0.0214132762729655,0.2385197888112399,0.0897756801634248,-0.4183956553415681,-0.0468728013189655,0.4902998236331569,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.8230452674897115,0.0001367063492063,5.952380952380952e-05,XGBoost,repr_bkm,expanding,15pct_spread,
567,-0.0005362836350451,-0.0440597891801031,0.2499429052292885,-0.1762794152515922,-0.6562836720942995,-0.4091887927210569,0.1040564373897707,long_flat_hurdle,,,0.15,,3,3,0.2693079129028631,2.0198093467714737e-05,,XGBoost,repr_bkm,expanding,15pct_spread,10.0
567,0.0001611232136473,0.0136252487759618,0.2385437195716667,0.0571184552686088,-0.4270329126755077,-0.094933854800797,0.4885361552028218,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.8230452674897115,0.0002278439153439,5.952380952380952e-05,XGBoost,repr_bkm,expanding,25pct_spread,
567,-0.0005497490306902,-0.0451410222090473,0.2499547436230096,-0.1805967814602895,-0.6568916719334528,-0.4137100655982942,0.1040564373897707,long_flat_hurdle,,,0.25,,3,3,0.2693079129028631,3.366348911285789e-05,,XGBoost,repr_bkm,expanding,25pct_spread,10.0
672,0.0009881590695623,0.0865031039995736,0.217844906976649,0.3970857303946333,-0.3299019262150021,0.6070358802065965,0.5357142857142857,long_short_decile,6.0,6.0,0.15,50.0,3,3,2.0768849206349205,0.0001557477678571,5.952380952380952e-05,XGBoost,repr_bkm,rolling_9m_3m,15pct_spread,
672,0.0030392072736881,0.2903406463298819,0.2829268034922846,1.0262041020719317,-0.288536861535263,4.6336359884830145,0.3288690476190476,long_flat_hurdle,,,0.15,,3,3,0.6422369841559927,4.816245918584912e-05,,XGBoost,repr_bkm,rolling_9m_3m,15pct_spread,10.0
672,0.0008843272243242,0.0770767525176576,0.2178492170195781,0.3538078014332765,-0.3335032592348927,0.4987544392141625,0.5357142857142857,long_short_decile,6.0,6.0,0.25,50.0,3,3,2.0768849206349205,0.0002595796130952,5.952380952380952e-05,XGBoost,repr_bkm,rolling_9m_3m,25pct_spread,
672,0.0030070989675642,0.2868756216708432,0.2829049297092318,1.0140354286710112,-0.2908403921645785,4.513877715654218,0.3288690476190476,long_flat_hurdle,,,0.25,,3,3,0.6422369841559927,8.027076530974853e-05,,XGBoost,repr_bkm,rolling_9m_3m,25pct_spread,10.0
341,0.0002151702790679,0.0109024184179977,0.2607720030238834,0.0418082397326957,-0.731547276025324,-0.1435260427832151,0.5043988269794721,long_short_decile,6.0,6.0,0.15,50.0,5,5,1.7145650048875851,0.000128555718475,9.92063492063492e-05,OLS,A,expanding,15pct_spread,
341,0.0058938523099375,0.3447097573906017,0.3215231995273207,1.072114727327198,-0.4760326752947542,4.289583698119909,0.6011730205278593,long_flat_hurdle,,,0.15,,5,5,0.5039269130052021,3.777619002964237e-05,,OLS,A,expanding,15pct_spread,10.0
341,0.0001294664667512,0.0065460197131463,0.2607614637955582,0.0251034781668451,-0.7340641174081748,-0.1682082965153262,0.5043988269794721,long_short_decile,6.0,6.0,0.25,50.0,5,5,1.7145650048875851,0.0002142595307917,9.92063492063492e-05,OLS,A,expanding,25pct_spread,
341,0.0058686681832511,0.3430139938621384,0.3215051467087442,1.0669004753845488,-0.4764471101864774,4.244712473768791,0.6011730205278593,long_flat_hurdle,,,0.25,,5,5,0.5039269130052021,6.29603167160706e-05,,OLS,A,expanding,25pct_spread,10.0
404,0.0012653017871207,0.0658055509964736,0.2438842505543133,0.269822880513634,-0.4568639364282658,0.3165530167134607,0.4975247524752475,long_short_decile,6.0,6.0,0.15,50.0,5,5,1.9306930693069304,0.000144801980198,9.920634920634922e-05,OLS,A,rolling_9m_3m,15pct_spread,
404,0.0049737165515698,0.2840947297316387,0.2147984286357248,1.322610838152047,-0.2863248726181964,5.1792567392345354,0.5717821782178217,long_flat_hurdle,,,0.15,,5,5,0.748257281231799,5.6119296092384934e-05,,OLS,A,rolling_9m_3m,15pct_spread,10.0
404,0.0011687671336553,0.0606389045771773,0.2438770283072827,0.2486454136253166,-0.4668466022474602,0.2662194303139347,0.4975247524752475,long_short_decile,6.0,6.0,0.25,50.0,5,5,1.9306930693069304,0.0002413366336633,9.920634920634922e-05,OLS,A,rolling_9m_3m,25pct_spread,
404,0.0049363036875082,0.2816876273410373,0.2147965042598716,1.3114162556399778,-0.2874728489250765,5.086955229791621,0.5717821782178217,long_flat_hurdle,,,0.25,,5,5,0.748257281231799,9.353216015397488e-05,,OLS,A,rolling_9m_3m,25pct_spread,10.0
341,0.003995057144732,0.2225633291098154,0.2787522383503978,0.7984270563239328,-0.4084662941832647,2.0169664741357045,0.5571847507331378,long_short_decile,6.0,6.0,0.15,50.0,5,5,1.9824046920821117,0.0001486436950146,9.92063492063492e-05,ElasticNet,A,expanding,15pct_spread,
341,0.0074876954567333,0.4564092835683195,0.3158060980011654,1.445219982948636,-0.3525226138020413,8.100299414257048,0.5865102639296188,long_flat_hurdle,,,0.15,,5,5,0.8024118621359295,6.016714332588387e-05,,ElasticNet,A,expanding,15pct_spread,10.0
341,0.0038959613480556,0.216496424346239,0.2787565970757765,0.7766504061871123,-0.4147259252408245,1.9169461865567896,0.5513196480938416,long_short_decile,6.0,6.0,0.25,50.0,5,5,1.9824046920821117,0.0002477394916911,9.92063492063492e-05,ElasticNet,A,expanding,25pct_spread,
341,0.0074475840278494,0.4534897374410376,0.3158196972835546,1.4359134067368753,-0.3533840004445306,7.977132610345114,0.5865102639296188,long_flat_hurdle,,,0.25,,5,5,0.8024118621359295,0.0001002785722098,,ElasticNet,A,expanding,25pct_spread,10.0
404,0.0029274632632303,0.1587346653139731,0.2039488561178146,0.7783062299808992,-0.249331602303823,1.7848766728828886,0.5594059405940595,long_short_decile,6.0,6.0,0.15,50.0,5,5,0.1105610561056105,8.292079207920792e-06,9.920634920634922e-05,ElasticNet,A,rolling_9m_3m,15pct_spread,
404,0.0025537479063855,0.137172398119463,0.2671900365670165,0.5133888968388141,-0.2996710358036417,1.1335344690734206,0.0965346534653465,long_flat_hurdle,,,0.15,,5,5,0.0455726913533997,3.4179518515049825e-06,,ElasticNet,A,rolling_9m_3m,15pct_spread,10.0
404,0.002921935210425,0.1584128119373533,0.2039294677236147,0.7768019683749184,-0.249331602303823,1.7787368160063912,0.5594059405940595,long_short_decile,6.0,6.0,0.25,50.0,5,5,0.1105610561056105,1.3820132013201318e-05,9.920634920634922e-05,ElasticNet,A,rolling_9m_3m,25pct_spread,
404,0.0025514692718178,0.1370421415961391,0.267189286851595,0.5129028308393834,-0.2997793271629647,1.131575064660888,0.0965346534653465,long_flat_hurdle,,,0.25,,5,5,0.0455726913533997,5.696586419174971e-06,,ElasticNet,A,rolling_9m_3m,25pct_spread,10.0
341,0.0020821190469607,0.110521476706014,0.2343236795820224,0.471661578988338,-0.3042114511709609,0.6912816606133352,0.5131964809384164,long_short_decile,6.0,6.0,0.15,50.0,5,5,1.9530791788856303,0.0001464442815249,9.92063492063492e-05,XGBoost,A,expanding,15pct_spread,
341,0.0013831575049971,0.0721467767853205,0.2849135740724965,0.2532233749135544,-0.4667200508837462,0.2250264370978461,0.0997067448680351,long_flat_hurdle,,,0.15,,5,5,0.2767405691504363,2.075554268628272e-05,,XGBoost,A,expanding,15pct_spread,10.0
341,0.0019844895259441,0.1050815803361622,0.2343314098647695,0.4484314774395965,-0.3059669700930253,0.6359330474260787,0.5131964809384164,long_short_decile,6.0,6.0,0.25,50.0,5,5,1.9530791788856303,0.0002440738025415,9.92063492063492e-05,XGBoost,A,expanding,25pct_spread,
341,0.0013693204765396,0.0714003639237961,0.2849004902476876,0.2506150967368356,-0.466963174344415,0.2192628559415763,0.0997067448680351,long_flat_hurdle,,,0.25,,5,5,0.2767405691504363,3.459257114380454e-05,,XGBoost,A,expanding,25pct_spread,10.0
404,0.0017235794639281,0.0906715730633442,0.2250513565371172,0.4028928083727858,-0.3962880187356534,0.6406889133601621,0.5198019801980198,long_short_decile,6.0,6.0,0.15,50.0,5,5,2.1617161716171616,0.0001620977722772,9.920634920634922e-05,XGBoost,A,rolling_9m_3m,15pct_spread,
404,0.0047753683775548,0.2713835599678953,0.2816739591175267,0.963466984374875,-0.2826050826328621,4.014358027232944,0.4034653465346535,long_flat_hurdle,,,0.15,,5,5,0.7298090651170115,5.473037578193711e-05,,XGBoost,A,rolling_9m_3m,15pct_spread,10.0
404,0.00161551428241,0.0847572415420578,0.2250325235708951,0.3766444076487266,-0.4089029828168803,0.5707025949180526,0.5198019801980198,long_short_decile,6.0,6.0,0.25,50.0,5,5,2.1617161716171616,0.0002701629537953,9.920634920634922e-05,XGBoost,A,rolling_9m_3m,25pct_spread,
404,0.0047388814603668,0.2690587586954973,0.2816726823748172,0.9552177954462238,-0.2843467120566434,3.941215268402369,0.400990099009901,long_flat_hurdle,,,0.25,,5,5,0.7298090651170115,9.12172929698952e-05,,XGBoost,A,rolling_9m_3m,25pct_spread,10.0
341,-0.0012306662516627,-0.0601770540387739,0.1740196108085134,-0.3458061637949023,-0.4755184613139893,-0.4067322026212984,0.4604105571847507,long_short_decile,6.0,6.0,0.15,50.0,5,5,1.478005865102639,0.0001108504398826,9.92063492063492e-05,OLS,B,expanding,15pct_spread,
341,0.0003700333555754,0.0188211579925725,0.0766818636066406,0.2454447128348434,-0.1074282353073332,0.1120873179002415,0.0469208211143695,long_flat_hurdle,,,0.15,,5,5,0.0889540566959921,6.671554252199412e-06,,OLS,B,expanding,15pct_spread,10.0
341,-0.0013045665449178,-0.0636754104621677,0.1740292283736008,-0.3658891730845995,-0.4814828163526511,-0.4215290991475822,0.4604105571847507,long_short_decile,6.0,6.0,0.25,50.0,5,5,1.478005865102639,0.0001847507331378,9.92063492063492e-05,OLS,B,expanding,25pct_spread,
341,0.0003655856527406,0.0185928842870413,0.0766807372693973,0.2424713813290573,-0.1075190193451773,0.1104017459812249,0.0469208211143695,long_flat_hurdle,,,0.25,,5,5,0.0889540566959921,1.1119257086999025e-05,,OLS,B,expanding,25pct_spread,10.0
404,0.0007580253241705,0.0389286143771663,0.1666965982184301,0.233529746816767,-0.4070260352183293,0.2155164212922196,0.5,long_short_decile,6.0,6.0,0.15,50.0,5,5,1.4628712871287128,0.0001097153465346,9.920634920634922e-05,OLS,B,rolling_9m_3m,15pct_spread,
404,0.000601272661538,0.0307585992335319,0.1057139090941177,0.2909607590629102,-0.1679779688001301,0.2184410519860118,0.1584158415841584,long_flat_hurdle,,,0.15,,5,5,0.2891914191419142,2.168935643564356e-05,,OLS,B,rolling_9m_3m,15pct_spread,10.0
404,0.0006848817598141,0.0351084726315777,0.1667041179586206,0.2106035115478816,-0.4147293306174761,0.1801171251776172,0.4975247524752475,long_short_decile,6.0,6.0,0.25,50.0,5,5,1.4628712871287128,0.000182858910891,9.920634920634922e-05,OLS,B,rolling_9m_3m,25pct_spread,
404,0.0005868130905809,0.03000814043838,0.1056939104331016,0.2839155095635671,-0.1695472269076127,0.211365191801337,0.1584158415841584,long_flat_hurdle,,,0.25,,5,5,0.2891914191419142,3.614892739273927e-05,,OLS,B,rolling_9m_3m,25pct_spread,10.0
341,0.0048667058901311,0.2772215424963504,0.3059267411055901,0.906169697668462,-0.5589227347086518,2.8276030130616925,0.5454545454545454,long_short_decile,6.0,6.0,0.15,50.0,5,5,1.478005865102639,0.0001108504398826,9.92063492063492e-05,ElasticNet,B,expanding,15pct_spread,
341,0.0076139970606114,0.4656398532456445,0.3251516054185001,1.4320699805443773,-0.4357933030127119,8.294585319974175,0.6217008797653959,long_flat_hurdle,,,0.15,,5,5,0.7801439139377295,5.8496130788731465e-05,,ElasticNet,B,expanding,15pct_spread,10.0
341,0.004792805596876,0.2724960638916955,0.3059199089257973,0.8907431518547917,-0.5606676677891225,2.7326837790813663,0.5454545454545454,long_short_decile,6.0,6.0,0.25,50.0,5,5,1.478005865102639,0.0001847507331378,9.92063492063492e-05,ElasticNet,B,expanding,25pct_spread,
341,0.0075749996400856,0.4627836810588408,0.3251520747073879,1.423283801818921,-0.436914839942979,8.172484495737923,0.6217008797653959,long_flat_hurdle,,,0.25,,5,5,0.7801439139377295,9.749355131455244e-05,,ElasticNet,B,expanding,25pct_spread,10.0
404,0.0019246229866204,0.1017587569717066,0.2141125209812464,0.4752583198094214,-0.3499920021290678,0.8076551807472807,0.551980198019802,long_short_decile,6.0,6.0,0.15,50.0,5,5,0.5973597359735973,4.480198019801982e-05,9.920634920634922e-05,ElasticNet,B,rolling_9m_3m,15pct_spread,
404,0.0045010112116893,0.2540044144253877,0.2805527886785016,0.9053711981329228,-0.2862916330212274,3.5433084841596907,0.2747524752475248,long_flat_hurdle,,,0.15,,5,5,0.2541740938631614,1.9063057039737107e-05,,ElasticNet,B,rolling_9m_3m,15pct_spread,10.0
404,0.0018947549998217,0.1001046324352583,0.2141256225148563,0.4675042213984127,-0.3513930153860564,0.7859352038367271,0.551980198019802,long_short_decile,6.0,6.0,0.25,50.0,5,5,0.5973597359735973,7.466996699669966e-05,9.920634920634922e-05,ElasticNet,B,rolling_9m_3m,25pct_spread,
404,0.0044883025069962,0.2532050500271243,0.2805519473020108,0.902524657063072,-0.2862916330212275,3.520114851578155,0.2747524752475248,long_flat_hurdle,,,0.25,,5,5,0.2541740938631614,3.177176173289518e-05,,ElasticNet,B,rolling_9m_3m,25pct_spread,10.0
341,0.0021888384691962,0.1164978885769159,0.2497217742876074,0.4665107354344837,-0.4644602794005518,0.7078912235428194,0.5219941348973607,long_short_decile,6.0,6.0,0.15,50.0,5,5,2.279569892473118,0.0001709677419354,9.92063492063492e-05,XGBoost,B,expanding,15pct_spread,
341,0.0038544305574674,0.2139625845132198,0.380262887194638,0.5626701729735272,-0.5904126329267879,1.2595689780958983,0.2844574780058651,long_flat_hurdle,,,0.15,,5,5,0.6180659972155573,4.635494979116679e-05,,XGBoost,B,expanding,15pct_spread,10.0
341,0.0020748599745725,0.1101161011025542,0.2497329843834829,0.4409353509084848,-0.4674840541475507,0.6428110965405915,0.5190615835777126,long_short_decile,6.0,6.0,0.25,50.0,5,5,2.279569892473118,0.0002849462365591,9.92063492063492e-05,XGBoost,B,expanding,25pct_spread,
341,0.0038235272576066,0.2120804972174041,0.3802438413221295,0.5577486711684486,-0.5910863748997399,1.2359594607901028,0.2844574780058651,long_flat_hurdle,,,0.25,,5,5,0.6180659972155573,7.725824965194466e-05,,XGBoost,B,expanding,25pct_spread,10.0
404,0.0010065643792703,0.0520128508783188,0.2518001677483954,0.2065640040807729,-0.3814766628642498,0.1638606924996113,0.5173267326732673,long_short_decile,6.0,6.0,0.15,50.0,5,5,2.355610561056105,0.0001766707920792,9.920634920634922e-05,XGBoost,B,rolling_9m_3m,15pct_spread,
404,0.0068788109623165,0.4127032932293191,0.3675283654628907,1.1229154862905124,-0.4060331912100704,8.49923134566144,0.4084158415841584,long_flat_hurdle,,,0.15,,5,5,0.8323248780116534,6.242436585087401e-05,,XGBoost,B,rolling_9m_3m,15pct_spread,10.0
404,0.0008887838512175,0.0457923329659686,0.2518014947477165,0.1818588607341215,-0.3901558188903405,0.1097610883542636,0.5148514851485149,long_short_decile,6.0,6.0,0.25,50.0,5,5,2.355610561056105,0.000294451320132,9.920634920634922e-05,XGBoost,B,rolling_9m_3m,25pct_spread,
404,0.006837194718416,0.4097634520339084,0.3675174884021011,1.1149495329201478,-0.4061893840008331,8.341560335132153,0.4084158415841584,long_flat_hurdle,,,0.25,,5,5,0.8323248780116534,0.0001040406097514,,XGBoost,B,rolling_9m_3m,25pct_spread,10.0
341,-0.0012306662516627,-0.0601770540387739,0.1740196108085134,-0.3458061637949023,-0.4755184613139893,-0.4067322026212984,0.4604105571847507,long_short_decile,6.0,6.0,0.15,50.0,5,5,1.478005865102639,0.0001108504398826,9.92063492063492e-05,OLS,C,expanding,15pct_spread,
341,0.0003700333555754,0.0188211579925725,0.0766818636066406,0.2454447128348434,-0.1074282353073332,0.1120873179002415,0.0469208211143695,long_flat_hurdle,,,0.15,,5,5,0.0889540566959921,6.671554252199412e-06,,OLS,C,expanding,15pct_spread,10.0
341,-0.0013045665449178,-0.0636754104621677,0.1740292283736008,-0.3658891730845995,-0.4814828163526511,-0.4215290991475822,0.4604105571847507,long_short_decile,6.0,6.0,0.25,50.0,5,5,1.478005865102639,0.0001847507331378,9.92063492063492e-05,OLS,C,expanding,25pct_spread,
341,0.0003655856527406,0.0185928842870413,0.0766807372693973,0.2424713813290573,-0.1075190193451773,0.1104017459812249,0.0469208211143695,long_flat_hurdle,,,0.25,,5,5,0.0889540566959921,1.1119257086999025e-05,,OLS,C,expanding,25pct_spread,10.0
404,0.0007580253241705,0.0389286143771663,0.1666965982184301,0.233529746816767,-0.4070260352183293,0.2155164212922196,0.5,long_short_decile,6.0,6.0,0.15,50.0,5,5,1.4628712871287128,0.0001097153465346,9.920634920634922e-05,OLS,C,rolling_9m_3m,15pct_spread,
404,0.000601272661538,0.0307585992335319,0.1057139090941177,0.2909607590629102,-0.1679779688001301,0.2184410519860118,0.1584158415841584,long_flat_hurdle,,,0.15,,5,5,0.2891914191419142,2.168935643564356e-05,,OLS,C,rolling_9m_3m,15pct_spread,10.0
404,0.0006848817598141,0.0351084726315777,0.1667041179586206,0.2106035115478816,-0.4147293306174761,0.1801171251776172,0.4975247524752475,long_short_decile,6.0,6.0,0.25,50.0,5,5,1.4628712871287128,0.000182858910891,9.920634920634922e-05,OLS,C,rolling_9m_3m,25pct_spread,
404,0.0005868130905809,0.03000814043838,0.1056939104331016,0.2839155095635671,-0.1695472269076127,0.211365191801337,0.1584158415841584,long_flat_hurdle,,,0.25,,5,5,0.2891914191419142,3.614892739273927e-05,,OLS,C,rolling_9m_3m,25pct_spread,10.0
341,0.0048398135487682,0.2754999519074077,0.2964251389837685,0.9294081900472462,-0.4310862550829403,2.871115915703212,0.5278592375366569,long_short_decile,6.0,6.0,0.15,50.0,5,5,1.903225806451613,0.0001427052785923,9.92063492063492e-05,ElasticNet,C,expanding,15pct_spread,
341,0.0078686234469431,0.4844235195450541,0.3114081166277562,1.555590537558509,-0.3646418380221662,9.435926756789716,0.6275659824046921,long_flat_hurdle,,,0.15,,5,5,0.932510854693372,6.992537637559269e-05,,ElasticNet,C,expanding,15pct_spread,10.0
341,0.0047446766963733,0.2694277295477412,0.2964185575814642,0.9089435281854604,-0.4338736197345679,2.7479639441247943,0.5278592375366569,long_short_decile,6.0,6.0,0.25,50.0,5,5,1.903225806451613,0.0002378421309872,9.92063492063492e-05,ElasticNet,C,expanding,25pct_spread,
341,0.0078220065293594,0.4809670564877164,0.3114170318635836,1.5444468583157145,-0.3655887592930513,9.27213419537329,0.6275659824046921,long_flat_hurdle,,,0.25,,5,5,0.932510854693372,0.0001165422939593,,ElasticNet,C,expanding,25pct_spread,10.0
404,0.0030029678702316,0.1631394661160259,0.1929968165427959,0.8452961506743334,-0.3821325633373004,1.8947562827201767,0.5618811881188119,long_short_decile,6.0,6.0,0.15,50.0,5,5,0.3193069306930693,2.3948019801980197e-05,9.920634920634922e-05,ElasticNet,C,rolling_9m_3m,15pct_spread,
